,Customer Type,Type of Travel,satisfaction,Gender,Class,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
19866,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,36.0,610.0,3.0,0.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0
19867,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,65.0,657.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,0.0,25.0
19868,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,35.0,990.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,44.0,55.0
19869,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,25.0,987.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,17.0,12.0
19870,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,61.0,925.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,16.0,18.0
19871,Loyal Customer,Business travel,satisfied,Male,Business,42.0,1055.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,33.0,18.0
19872,Loyal Customer,Business travel,satisfied,Male,Business,40.0,1917.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0
19873,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,9.0,621.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,20.0,15.0
19874,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,68.0,583.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,5.0,0.0,0.0
19875,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,67.0,1095.0,4.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0
19876,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,23.0,240.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,0.0,2.0
19877,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,30.0,321.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,77.0,79.0
19878,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco Plus,45.0,964.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,0.0,0.0
19879,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,45.0,1611.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
19880,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,18.0,748.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,0.0,0.0
19881,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,30.0,300.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,0.0,0.0
19882,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,47.0,719.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,55.0,43.0
19883,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,35.0,283.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,6.0
19884,Loyal Customer,Business travel,satisfied,Female,Business,53.0,3285.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
19885,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,41.0,3990.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
19886,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco Plus,46.0,391.0,1.0,0.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0
19887,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,55.0,3962.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,18.0,41.0
19888,disloyal Customer,Business travel,satisfied,Male,Business,23.0,440.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0
19889,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,24.0,2182.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,15.0,9.0
19890,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,23.0,758.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,0.0,0.0
19891,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,13.0,212.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,43.0,38.0
19892,Loyal Customer,Business travel,satisfied,Female,Business,59.0,2846.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,5.0
19893,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,27.0,197.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,27.0,3.0
19894,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,18.0,1452.0,3.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0
19895,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,36.0,419.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,22.0,22.0
19896,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,16.0,960.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0
19897,Loyal Customer,Business travel,satisfied,Female,Business,49.0,259.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,15.0,12.0
19898,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,25.0,3786.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0
19899,Loyal Customer,Business travel,satisfied,Female,Business,25.0,2810.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,0.0,2.0
19900,Loyal Customer,Business travel,satisfied,Male,Business,43.0,977.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,101.0,72.0
19901,Loyal Customer,Business travel,satisfied,Male,Business,41.0,2417.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0
19902,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,50.0,3330.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0
19903,Loyal Customer,Business travel,satisfied,Female,Eco,26.0,571.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,5.0,0.0,0.0
19904,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,24.0,3461.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0
19905,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,40.0,1710.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0
19906,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,36.0,1444.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,61.0,29.0
19907,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,39.0,602.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,2.0,38.0,31.0
19908,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,45.0,247.0,1.0,5.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,2.0,3.0,0.0,0.0
19909,Loyal Customer,Business travel,satisfied,Female,Business,46.0,2786.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,4.0
19910,Loyal Customer,Business travel,satisfied,Male,Eco,45.0,646.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,0.0,2.0
19911,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,37.0,199.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,0.0,17.0
19912,Loyal Customer,Business travel,satisfied,Male,Eco,22.0,871.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,4.0,8.0,4.0
19913,Loyal Customer,Personal Travel,satisfied,Male,Eco,31.0,406.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,0.0,0.0
19914,Loyal Customer,Business travel,satisfied,Female,Business,52.0,696.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,56.0,47.0
19915,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,34.0,3393.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0
19916,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,58.0,588.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,2.0,4.0,26.0,13.0
19917,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,34.0,1131.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,14.0,0.0
19918,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,46.0,101.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0
19919,disloyal Customer,Business travel,satisfied,Male,Eco,23.0,1165.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,0.0,0.0
19920,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,7.0,255.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,1.0,2.0,32.0,31.0
19921,Loyal Customer,Business travel,satisfied,Female,Business,45.0,1787.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,53.0,45.0
19922,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,9.0,1119.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,154.0,155.0
19923,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,35.0,1419.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0
19924,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,33.0,1888.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,6.0,11.0
19925,Loyal Customer,Business travel,satisfied,Male,Business,45.0,2880.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0
19926,Loyal Customer,Business travel,satisfied,Female,Eco,40.0,110.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,0.0,0.0
19927,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,46.0,351.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0
19928,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,51.0,2884.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,15.0
19929,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,70.0,628.0,1.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,5.0,4.0,0.0,0.0
19930,Loyal Customer,Business travel,satisfied,Male,Business,44.0,338.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0
19931,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,42.0,2342.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,29.0,12.0
19932,Loyal Customer,Business travel,satisfied,Female,Business,28.0,3019.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,0.0
19933,Loyal Customer,Business travel,satisfied,Male,Business,50.0,1310.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,22.0,51.0
19934,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Business,67.0,1979.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
19935,Loyal Customer,Business travel,satisfied,Female,Business,39.0,3000.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,44.0,107.0
19936,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,70.0,522.0,4.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,0.0,0.0
19937,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,49.0,1620.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0
19938,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,41.0,334.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,0.0,0.0
19939,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,13.0,1670.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,1.0,0.0,25.0
19940,Loyal Customer,Business travel,satisfied,Female,Eco,22.0,645.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0
19941,Loyal Customer,Personal Travel,satisfied,Male,Eco,39.0,566.0,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,14.0,4.0
19942,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,41.0,192.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0
19943,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,37.0,643.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,0.0
19944,Loyal Customer,Business travel,satisfied,Male,Business,53.0,2471.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,0.0,0.0
19945,Loyal Customer,Business travel,satisfied,Female,Eco,56.0,575.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0
19946,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,61.0,534.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,1.0,3.0,1.0,3.0,1.0,5.0,26.0,15.0
19947,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,68.0,2611.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,63.0,52.0
19948,Loyal Customer,Business travel,satisfied,Female,Business,18.0,3904.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,0.0,0.0
19949,Loyal Customer,Business travel,satisfied,Male,Business,48.0,829.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,7.0,0.0
19950,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,37.0,448.0,4.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,0.0,7.0
19951,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,44.0,200.0,3.0,0.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,0.0,0.0
19952,Loyal Customer,Business travel,satisfied,Male,Business,52.0,1189.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0
19953,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,55.0,1681.0,3.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,3.0
19954,Loyal Customer,Business travel,satisfied,Male,Business,39.0,2510.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0
19955,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,55.0,2376.0,1.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
19956,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,22.0,2704.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,0.0,0.0
19957,Loyal Customer,Business travel,satisfied,Female,Business,59.0,1605.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
19958,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,68.0,689.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,97.0,96.0
19959,Loyal Customer,Business travel,satisfied,Male,Business,45.0,2846.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0
19960,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,43.0,536.0,4.0,0.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,0.0,0.0
19961,Loyal Customer,Business travel,satisfied,Male,Business,22.0,1825.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,0.0,0.0
19962,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,58.0,588.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0
19963,Loyal Customer,Business travel,satisfied,Male,Business,23.0,726.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,0.0,0.0
19964,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,8.0,404.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,0.0,0.0
19965,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,36.0,602.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,0.0
19966,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,61.0,189.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,72.0,70.0
19967,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,23.0,746.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0
19968,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,7.0,888.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,12.0,5.0
19969,Loyal Customer,Business travel,satisfied,Male,Business,52.0,453.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0
19970,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,17.0,986.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,10.0,0.0
19971,Loyal Customer,Business travel,satisfied,Male,Business,48.0,236.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0
19972,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,40.0,1744.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,12.0,0.0
19973,Loyal Customer,Business travel,satisfied,Male,Business,39.0,224.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0
19974,Loyal Customer,Business travel,satisfied,Female,Eco Plus,45.0,643.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,0.0
19975,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,16.0,433.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0
19976,Loyal Customer,Business travel,satisfied,Female,Business,35.0,2611.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0
19977,Loyal Customer,Business travel,satisfied,Male,Business,51.0,630.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
19978,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,7.0,110.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,9.0
19979,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,53.0,370.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,12.0,10.0
19980,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,26.0,602.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,24.0,29.0
19981,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,25.0,369.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,11.0,8.0
19982,Loyal Customer,Business travel,satisfied,Male,Business,52.0,2868.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,7.0
19983,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,36.0,140.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,0.0
19984,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,52.0,393.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0
19985,Loyal Customer,Business travel,satisfied,Female,Business,50.0,2475.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0
19986,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,62.0,1199.0,1.0,4.0,0.0,4.0,4.0,0.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,6.0,7.0
19987,Loyal Customer,Business travel,satisfied,Female,Business,36.0,2802.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,32.0,15.0
19988,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,26.0,184.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
19989,Loyal Customer,Business travel,satisfied,Male,Business,31.0,1939.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
19990,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,24.0,837.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0
19991,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,23.0,1589.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
19992,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,28.0,599.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,26.0
19993,disloyal Customer,Business travel,satisfied,Male,Business,24.0,680.0,5.0,0.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,0.0
19994,Loyal Customer,Business travel,satisfied,Male,Business,48.0,812.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,0.0
19995,Loyal Customer,Business travel,satisfied,Male,Eco,41.0,102.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,6.0
19996,Loyal Customer,Business travel,satisfied,Male,Business,36.0,462.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0
19997,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,12.0,2614.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,0.0,0.0
19998,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,25.0,237.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,0.0,0.0
19999,Loyal Customer,Business travel,satisfied,Male,Business,59.0,2144.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0
20000,Loyal Customer,Business travel,satisfied,Female,Business,39.0,3111.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,61.0,60.0
20001,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,35.0,1504.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,27.0,14.0
20002,Loyal Customer,Business travel,satisfied,Male,Business,50.0,1448.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,10.0,2.0
